Time,Event context,Component,Event name,Description,Origin,IP address
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7265' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7264' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7263' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7262' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7261' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7260' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7259' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7258' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7257' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7256' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7255' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7254' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7253' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7252' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7251' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7250' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7249' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7248' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7247' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7246' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7245' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7244' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7243' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7242' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,User enrolled in course,The user with id '2' enrolled the user with id '7241' using the enrolment method 'cohort' in the course with id '49'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Enrolment instance created,The user with id '2' created the instance of enrolment method 'cohort' with id '1201'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7360'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7240'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7239'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7238'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7237'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7236'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7235'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7234'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7233'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7232'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7231'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7230'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7229'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7228'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7227'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7226'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7225'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7224'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7223'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7222'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7221'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7220'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7219'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7218'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7217'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7216'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7215'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7214'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7213'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7212'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7211'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7210'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7209'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7208'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7207'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7206'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7205'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7204'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7203'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7202'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7201'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7200'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7199'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7198'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7197'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7196'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7195'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7194'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7193'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7192'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7191'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7190'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7189'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7188'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7187'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7186'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7185'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7184'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7183'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7182'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7181'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7180'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7179'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7178'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7177'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7176'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7175'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7174'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7173'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7172'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7170'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7169'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7167'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7166'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7165'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7163'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7162'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7161'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7160'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7159'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7158'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7156'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7155'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7154'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7153'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7152'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7151'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7150'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7149'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7148'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7146'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7145'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7144'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7142'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7141'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7140'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7139'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7138'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7137'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7136'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7135'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7134'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7133'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7132'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7131'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7130'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7129'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7128'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7127'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7126'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7125'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7124'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7123'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7122'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7121'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7120'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7119'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7118'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7117'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7116'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7115'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7114'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7113'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7112'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7111'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7110'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7109'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7108'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7107'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7106'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7105'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7104'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7103'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7102'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7101'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7100'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7099'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7098'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7097'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7096'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7095'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7094'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7093'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7092'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7091'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7090'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7089'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7088'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7087'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7086'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7085'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7083'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7082'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7081'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7080'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7079'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7078'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7077'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7076'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7075'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7074'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7073'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7072'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7071'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7070'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7069'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7068'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7067'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7065'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7064'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7062'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7061'.,web,94.236.252.192
"11/10/18, 20:55",Course: Програмни езици,System,Role assigned,The user with id '2' assigned the role with id '5' to the user with id '7060'.,web,94.236.252.192
